exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,100000,1000,live_100000_1000_4,0.061,1.032,0,False,False,True
b2.1,100000,1000,live_100000_1000_5,0.061,1.07,0,False,False,True
b2.1,100000,1000,live_100000_1000_6,0.061,1.67,0,False,False,True
b2.1,100000,1000,live_100000_1000_7,0.061,1.056,0,False,False,True
b2.1,100000,1000,live_100000_1000_8,0.062,1.053,0,False,False,True
b2.1,100000,1000,live_100000_1000_9,0.078,1.391,0,False,False,True
b2.1,100000,5000,live_100000_5000_0,0.34,1.156,0,False,False,True
b2.1,100000,5000,live_100000_5000_1,0.304,1.187,0,False,False,True
b2.1,100000,5000,live_100000_5000_2,0.318,1.08,0,False,False,True
b2.1,100000,5000,live_100000_5000_3,0.328,1.19,0,False,False,True
b2.1,100000,5000,live_100000_5000_4,0.301,1.247,0,False,False,True
b2.1,100000,5000,live_100000_5000_5,0.304,1.176,0,False,False,True
b2.1,100000,5000,live_100000_5000_6,0.305,1.169,0,False,False,True
b2.1,100000,5000,live_100000_5000_7,0.329,1.15,0,False,False,True
b2.1,100000,5000,live_100000_5000_8,0.339,1.599,0,False,False,True
b2.1,100000,5000,live_100000_5000_9,0.311,1.088,0,False,False,True
