exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,100000,1,live_100000_1_8,0.002,1.302,0,False,False,True
b2.1,100000,1,live_100000_1_9,0.002,1.249,0,False,False,True
b2.1,100000,10,live_100000_10_0,0.002,1.204,0,False,False,True
b2.1,100000,10,live_100000_10_1,0.003,1.149,0,False,False,True
b2.1,100000,10,live_100000_10_2,0.003,1.522,0,False,False,True
b2.1,100000,10,live_100000_10_3,0.003,1.54,0,False,False,True
b2.1,100000,10,live_100000_10_4,0.003,1.73,0,False,False,True
b2.1,100000,10,live_100000_10_5,0.003,1.191,0,False,False,True
b2.1,100000,10,live_100000_10_6,0.003,1.192,0,False,False,True
b2.1,100000,10,live_100000_10_7,0.004,1.367,0,False,False,True
b2.1,100000,10,live_100000_10_8,0.003,1.141,0,False,False,True
b2.1,100000,10,live_100000_10_9,0.003,1.371,0,False,False,True
b2.1,100000,100,live_100000_100_0,0.008,1.548,0,False,False,True
b2.1,100000,100,live_100000_100_1,0.008,1.239,0,False,False,True
b2.1,100000,100,live_100000_100_2,0.008,1.226,0,False,False,True
b2.1,100000,100,live_100000_100_3,0.009,1.381,0,False,False,True
b2.1,100000,100,live_100000_100_4,0.009,1.267,0,False,False,True
b2.1,100000,100,live_100000_100_5,0.008,1.576,0,False,False,True
b2.1,100000,100,live_100000_100_6,0.009,1.131,0,False,False,True
b2.1,100000,100,live_100000_100_7,0.008,1.628,0,False,False,True
b2.1,100000,100,live_100000_100_8,0.009,1.101,0,False,False,True
b2.1,100000,100,live_100000_100_9,0.009,1.808,0,False,False,True
b2.1,100000,1000,live_100000_1000_0,0.074,1.166,0,False,False,True
b2.1,100000,1000,live_100000_1000_1,0.086,1.614,0,False,False,True
b2.1,100000,1000,live_100000_1000_2,0.067,1.427,0,False,False,True
b2.1,100000,1000,live_100000_1000_3,0.11,2.059,0,False,False,True
b2.1,100000,1000,live_100000_1000_4,0.066,2.186,0,False,False,True
b2.1,100000,1000,live_100000_1000_5,0.066,1.11,0,False,False,True
b2.1,100000,1000,live_100000_1000_6,0.11,1.052,0,False,False,True
b2.1,100000,1000,live_100000_1000_7,0.08,1.449,0,False,False,True
b2.1,100000,1000,live_100000_1000_8,0.064,1.12,0,False,False,True
b2.1,100000,1000,live_100000_1000_9,0.094,1.177,0,False,False,True
b2.1,100000,5000,live_100000_5000_0,0.326,1.115,0,False,False,True
b2.1,100000,5000,live_100000_5000_1,0.321,1.301,0,False,False,True
b2.1,100000,5000,live_100000_5000_2,0.318,1.453,0,False,False,True
b2.1,100000,5000,live_100000_5000_3,0.366,1.419,0,False,False,True
b2.1,100000,5000,live_100000_5000_4,0.291,1.038,0,False,False,True
b2.1,100000,5000,live_100000_5000_5,0.306,1.093,0,False,False,True
b2.1,100000,5000,live_100000_5000_6,0.341,1.893,0,False,False,True
b2.1,100000,5000,live_100000_5000_7,0.312,1.42,0,False,False,True
b2.1,100000,5000,live_100000_5000_8,0.307,1.105,0,False,False,True
b2.1,100000,5000,live_100000_5000_9,0.308,1.144,0,False,False,True
