exp_id,scenario,concurrency,edit_rate,offline_duration,p50_latency_ms,p95_latency_ms,conflict_rate,override_rate,rollback_rate,simulation,live
b2.2,same_wall_edits,3,30,86400,0.022,0.16,0.4666666666666667,0.1556,0.0,False,True
b2.2,same_wall_edits,10,30,86400,0.022,0.09,0.52,0.1733,0.0,False,True
b2.2,same_wall_edits,20,30,86400,0.022,0.081,0.56,0.1867,0.0,False,True
b2.2,host_collision,1,10,0,0.025,0.088,0.4,0.4,0.0,False,True
b2.2,host_collision,3,10,0,0.026,0.083,0.26666666666666666,0.2667,0.0,False,True
b2.2,host_collision,10,10,0,0.023,0.134,0.26,0.26,0.0,False,True
b2.2,host_collision,20,10,0,0.023,0.138,0.27,0.27,0.0,False,True
b2.2,host_collision,1,10,3600,0.024,0.132,0.4,0.4,0.0,False,True
b2.2,host_collision,3,10,3600,0.024,0.091,0.06666666666666667,0.0667,0.0,False,True
b2.2,host_collision,10,10,3600,0.047,0.097,0.22,0.22,0.0,False,True
b2.2,host_collision,20,10,3600,0.025,0.101,0.22,0.22,0.0,False,True
b2.2,host_collision,1,10,21600,0.066,0.126,0.4,0.4,0.0,False,True
b2.2,host_collision,3,10,21600,0.023,0.081,0.2,0.2,0.0,False,True
b2.2,host_collision,10,10,21600,0.023,0.114,0.18,0.18,0.0,False,True
b2.2,host_collision,20,10,21600,0.023,0.174,0.24,0.24,0.0,False,True
b2.2,host_collision,1,10,86400,0.028,0.087,0.0,0.0,0.0,False,True
b2.2,host_collision,3,10,86400,0.025,0.087,0.3333333333333333,0.3333,0.0,False,True
b2.2,host_collision,10,10,86400,0.023,0.277,0.32,0.32,0.0,False,True
b2.2,host_collision,20,10,86400,0.023,0.179,0.2,0.2,0.0,False,True
b2.2,host_collision,1,30,0,0.023,0.083,0.4,0.1333,0.0,False,True
b2.2,host_collision,3,30,0,0.023,0.138,0.6666666666666666,0.2222,0.0,False,True
b2.2,host_collision,10,30,0,0.022,0.106,0.92,0.3067,0.0,False,True
b2.2,host_collision,20,30,0,0.022,0.08,0.63,0.21,0.0,False,True
b2.2,host_collision,1,30,3600,0.022,0.082,1.0,0.3333,0.0,False,True
b2.2,host_collision,3,30,3600,0.022,0.188,0.7333333333333333,0.2444,0.0,False,True
b2.2,host_collision,10,30,3600,0.022,0.082,0.66,0.22,0.0,False,True
b2.2,host_collision,20,30,3600,0.024,0.144,0.84,0.28,0.0,False,True
b2.2,host_collision,1,30,21600,0.023,0.083,0.6,0.2,0.0,False,True
b2.2,host_collision,3,30,21600,0.022,0.171,0.7333333333333333,0.2444,0.0,False,True
b2.2,host_collision,10,30,21600,0.022,0.087,0.82,0.2733,0.0,False,True
b2.2,host_collision,20,30,21600,0.021,0.075,0.78,0.26,0.0,False,True
b2.2,host_collision,1,30,86400,0.024,0.083,1.4,0.4667,0.0,False,True
b2.2,host_collision,3,30,86400,0.023,0.085,0.7333333333333333,0.2444,0.0,False,True
b2.2,host_collision,10,30,86400,0.023,0.142,0.86,0.2867,0.0,False,True
b2.2,host_collision,20,30,86400,0.036,0.191,0.77,0.2567,0.0,False,True
