exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,10000,1000,live_10000_1000_3,0.083,0.202,0,False,False,True
b2.1,10000,1000,live_10000_1000_4,0.063,0.109,0,False,False,True
b2.1,10000,1000,live_10000_1000_5,0.063,0.106,0,False,False,True
b2.1,10000,1000,live_10000_1000_6,0.062,0.11,0,False,False,True
b2.1,10000,1000,live_10000_1000_7,0.064,0.139,0,False,False,True
b2.1,10000,1000,live_10000_1000_8,0.068,0.219,0,False,False,True
b2.1,10000,1000,live_10000_1000_9,0.06,0.119,0,False,False,True
b2.1,10000,5000,live_10000_5000_0,0.344,0.251,0,False,False,True
b2.1,10000,5000,live_10000_5000_1,0.293,0.149,0,False,False,True
b2.1,10000,5000,live_10000_5000_2,0.351,0.148,0,False,False,True
b2.1,10000,5000,live_10000_5000_3,0.371,0.188,0,False,False,True
b2.1,10000,5000,live_10000_5000_4,0.289,0.149,0,False,False,True
b2.1,10000,5000,live_10000_5000_5,0.344,0.144,0,False,False,True
b2.1,10000,5000,live_10000_5000_6,0.42,4.101,0,False,False,True
b2.1,10000,5000,live_10000_5000_7,0.338,0.143,0,False,False,True
b2.1,10000,5000,live_10000_5000_8,0.344,0.15,0,False,False,True
b2.1,10000,5000,live_10000_5000_9,0.636,0.275,0,False,False,True
b2.1,100000,1,live_100000_1_0,0.002,1.207,0,False,False,True
b2.1,100000,1,live_100000_1_1,0.002,1.108,0,False,False,True
b2.1,100000,1,live_100000_1_2,0.004,1.68,0,False,False,True
b2.1,100000,1,live_100000_1_3,0.003,1.327,0,False,False,True
b2.1,100000,1,live_100000_1_4,0.004,1.842,0,False,False,True
b2.1,100000,1,live_100000_1_5,0.002,2.571,0,False,False,True
b2.1,100000,1,live_100000_1_6,0.013,48.596,0,False,False,True
b2.1,100000,1,fallback_100000_1_7,1.5,2.1,0.6,False,True,False
b2.1,100000,1,live_100000_1_8,0.001,2.112,0,False,False,True
b2.1,100000,1,live_100000_1_9,0.003,2.192,0,False,False,True
b2.1,100000,10,live_100000_10_0,0.003,1.891,0,False,False,True
b2.1,100000,10,live_100000_10_1,0.002,1.651,0,False,False,True
b2.1,100000,10,live_100000_10_2,0.002,1.635,0,False,False,True
b2.1,100000,10,live_100000_10_3,0.003,1.722,0,False,False,True
b2.1,100000,10,live_100000_10_4,0.002,1.709,0,False,False,True
b2.1,100000,10,live_100000_10_5,0.002,1.295,0,False,False,True
b2.1,100000,10,live_100000_10_6,0.002,3.803,0,False,False,True
b2.1,100000,10,live_100000_10_7,0.003,2.232,0,False,False,True
b2.1,100000,10,live_100000_10_8,0.002,1.305,0,False,False,True
b2.1,100000,10,live_100000_10_9,0.002,1.485,0,False,False,True
b2.1,100000,100,live_100000_100_0,0.008,1.503,0,False,False,True
b2.1,100000,100,live_100000_100_1,0.007,1.821,0,False,False,True
b2.1,100000,100,live_100000_100_2,0.008,2.153,0,False,False,True
b2.1,100000,100,live_100000_100_3,0.007,1.074,0,False,False,True
b2.1,100000,100,live_100000_100_4,0.008,1.522,0,False,False,True
b2.1,100000,100,live_100000_100_5,0.008,1.224,0,False,False,True
b2.1,100000,100,live_100000_100_6,0.007,1.656,0,False,False,True
b2.1,100000,100,live_100000_100_7,0.007,1.601,0,False,False,True
b2.1,100000,100,live_100000_100_8,0.007,1.106,0,False,False,True
b2.1,100000,100,live_100000_100_9,0.008,1.812,0,False,False,True
b2.1,100000,1000,live_100000_1000_0,0.06,1.463,0,False,False,True
b2.1,100000,1000,live_100000_1000_1,0.059,2.006,0,False,False,True
b2.1,100000,1000,live_100000_1000_2,0.066,1.29,0,False,False,True
b2.1,100000,1000,live_100000_1000_3,0.062,1.305,0,False,False,True
b2.1,100000,1000,live_100000_1000_4,0.062,1.239,0,False,False,True
b2.1,100000,1000,live_100000_1000_5,0.065,1.172,0,False,False,True
b2.1,100000,1000,live_100000_1000_6,0.133,1.829,0,False,False,True
b2.1,100000,1000,live_100000_1000_7,0.084,1.235,0,False,False,True
b2.1,100000,1000,live_100000_1000_8,0.061,1.48,0,False,False,True
b2.1,100000,1000,live_100000_1000_9,0.061,1.012,0,False,False,True
b2.1,100000,5000,live_100000_5000_0,0.348,2.416,0,False,False,True
b2.1,100000,5000,live_100000_5000_1,0.312,1.383,0,False,False,True
b2.1,100000,5000,live_100000_5000_2,0.396,168.778,0,False,False,True
b2.1,100000,5000,fallback_100000_5000_3,29.56,41.39,11.82,False,True,False
b2.1,100000,5000,live_100000_5000_4,0.297,2.792,0,False,False,True
b2.1,100000,5000,live_100000_5000_5,0.302,2.788,0,False,False,True
b2.1,100000,5000,live_100000_5000_6,0.298,1.206,0,False,False,True
b2.1,100000,5000,live_100000_5000_7,0.312,1.189,0,False,False,True
b2.1,100000,5000,live_100000_5000_8,0.317,1.834,0,False,False,True
b2.1,100000,5000,live_100000_5000_9,0.305,1.884,0,False,False,True
