exp_id,scenario,concurrency,edit_rate,offline_duration,p50_latency_ms,p95_latency_ms,conflict_rate,override_rate,rollback_rate,simulation,live
b2.2,same_wall_edits,10,10,0,0.024,0.197,0.14,0.14,0.0,False,True
b2.2,same_wall_edits,20,10,0,0.024,0.136,0.09,0.09,0.0,False,True
b2.2,same_wall_edits,1,10,3600,0.026,0.111,0.0,0.0,0.0,False,True
b2.2,same_wall_edits,3,10,3600,0.025,0.188,0.13333333333333333,0.1333,0.0,False,True
b2.2,same_wall_edits,10,10,3600,0.049,0.311,0.14,0.14,0.0,False,True
b2.2,same_wall_edits,20,10,3600,0.033,0.444,0.17,0.17,0.0,False,True
b2.2,same_wall_edits,1,10,21600,0.07,0.139,0.2,0.2,0.0,False,True
b2.2,same_wall_edits,3,10,21600,0.03,0.215,0.26666666666666666,0.2667,0.0,False,True
b2.2,same_wall_edits,10,10,21600,0.025,0.183,0.18,0.18,0.0,False,True
b2.2,same_wall_edits,20,10,21600,0.024,0.108,0.08,0.08,0.0,False,True
b2.2,same_wall_edits,1,10,86400,0.036,0.092,0.0,0.0,0.0,False,True
b2.2,same_wall_edits,3,10,86400,0.03,0.623,0.13333333333333333,0.1333,0.0,False,True
b2.2,same_wall_edits,10,10,86400,0.025,0.184,0.1,0.1,0.0,False,True
b2.2,same_wall_edits,20,10,86400,0.028,0.228,0.23,0.23,0.0,False,True
b2.2,same_wall_edits,1,30,0,0.024,0.097,0.2,0.0667,0.0,False,True
b2.2,same_wall_edits,3,30,0,0.024,0.093,0.4666666666666667,0.1556,0.0,False,True
b2.2,same_wall_edits,10,30,0,0.053,0.248,0.44,0.1467,0.0,False,True
b2.2,same_wall_edits,20,30,0,0.024,0.077,0.52,0.1733,0.0,False,True
b2.2,same_wall_edits,1,30,3600,0.026,0.088,0.6,0.2,0.0,False,True
b2.2,same_wall_edits,3,30,3600,0.027,0.244,0.3333333333333333,0.1111,0.0,False,True
b2.2,same_wall_edits,10,30,3600,0.025,0.124,0.46,0.1533,0.0,False,True
b2.2,same_wall_edits,20,30,3600,0.025,0.111,0.42,0.14,0.0,False,True
b2.2,same_wall_edits,1,30,21600,0.033,0.109,0.4,0.1333,0.0,False,True
b2.2,same_wall_edits,3,30,21600,0.024,0.094,0.4,0.1333,0.0,False,True
b2.2,same_wall_edits,10,30,21600,0.024,0.141,0.4,0.1333,0.0,False,True
b2.2,same_wall_edits,20,30,21600,0.031,0.113,0.48,0.16,0.0,False,True
b2.2,same_wall_edits,1,30,86400,0.027,0.26,0.6,0.2,0.0,False,True
b2.2,same_wall_edits,3,30,86400,0.024,0.159,0.3333333333333333,0.1111,0.0,False,True
b2.2,same_wall_edits,10,30,86400,0.05,0.231,0.4,0.1333,0.0,False,True
b2.2,same_wall_edits,20,30,86400,0.028,0.121,0.46,0.1533,0.0,False,True
b2.2,host_collision,1,10,0,0.029,0.092,0.2,0.2,0.0,False,True
b2.2,host_collision,3,10,0,0.048,0.132,0.3333333333333333,0.3333,0.0,False,True
b2.2,host_collision,10,10,0,0.084,0.268,0.2,0.2,0.0,False,True
b2.2,host_collision,20,10,0,0.024,0.184,0.31,0.31,0.0,False,True
b2.2,host_collision,1,10,3600,0.035,0.133,0.4,0.4,0.0,False,True
b2.2,host_collision,3,10,3600,0.024,0.095,0.4,0.4,0.0,False,True
b2.2,host_collision,10,10,3600,0.025,0.185,0.16,0.16,0.0,False,True
b2.2,host_collision,20,10,3600,0.025,0.092,0.29,0.29,0.0,False,True
b2.2,host_collision,1,10,21600,0.048,0.13,0.2,0.2,0.0,False,True
b2.2,host_collision,3,10,21600,0.026,0.086,0.26666666666666666,0.2667,0.0,False,True
b2.2,host_collision,10,10,21600,0.024,0.441,0.2,0.2,0.0,False,True
b2.2,host_collision,20,10,21600,0.024,0.219,0.34,0.34,0.0,False,True
b2.2,host_collision,1,10,86400,0.024,0.098,0.2,0.2,0.0,False,True
b2.2,host_collision,3,10,86400,0.03,0.165,0.3333333333333333,0.3333,0.0,False,True
b2.2,host_collision,10,10,86400,0.025,0.205,0.36,0.36,0.0,False,True
b2.2,host_collision,20,10,86400,0.025,0.227,0.22,0.22,0.0,False,True
b2.2,host_collision,1,30,0,0.025,0.205,0.6,0.2,0.0,False,True
b2.2,host_collision,3,30,0,0.025,0.19,0.8,0.2667,0.0,False,True
b2.2,host_collision,10,30,0,0.024,0.1,0.8,0.2667,0.0,False,True
b2.2,host_collision,20,30,0,0.026,0.094,0.7,0.2333,0.0,False,True
b2.2,host_collision,1,30,3600,0.025,0.095,0.4,0.1333,0.0,False,True
b2.2,host_collision,3,30,3600,0.024,0.154,0.6666666666666666,0.2222,0.0,False,True
b2.2,host_collision,10,30,3600,0.048,0.36,0.7,0.2333,0.0,False,True
b2.2,host_collision,20,30,3600,0.024,0.182,0.68,0.2267,0.0,False,True
b2.2,host_collision,1,30,21600,0.027,0.121,0.4,0.1333,0.0,False,True
b2.2,host_collision,3,30,21600,0.025,0.097,0.9333333333333333,0.3111,0.0,False,True
b2.2,host_collision,10,30,21600,0.024,0.123,0.8,0.2667,0.0,False,True
b2.2,host_collision,20,30,21600,0.024,0.066,0.79,0.2633,0.0,False,True
b2.2,host_collision,1,30,86400,0.049,0.177,0.4,0.1333,0.0,False,True
b2.2,host_collision,3,30,86400,0.028,0.367,0.6666666666666666,0.2222,0.0,False,True
b2.2,host_collision,10,30,86400,0.024,0.125,0.72,0.24,0.0,False,True
b2.2,host_collision,20,30,86400,0.023,0.301,0.78,0.26,0.0,False,True
