exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,100000,100,live_100000_100_8,0.008,1.104,0,False,False,True
b2.1,100000,100,live_100000_100_9,0.01,1.601,0,False,False,True
b2.1,100000,1000,live_100000_1000_0,0.061,1.036,0,False,False,True
b2.1,100000,1000,live_100000_1000_1,0.062,1.348,0,False,False,True
b2.1,100000,1000,live_100000_1000_2,0.076,1.855,0,False,False,True
b2.1,100000,1000,live_100000_1000_3,0.061,1.198,0,False,False,True
b2.1,100000,1000,live_100000_1000_4,0.281,1.918,0,False,False,True
b2.1,100000,1000,live_100000_1000_5,0.06,1.208,0,False,False,True
b2.1,100000,1000,live_100000_1000_6,0.062,1.183,0,False,False,True
b2.1,100000,1000,live_100000_1000_7,0.061,1.034,0,False,False,True
b2.1,100000,1000,live_100000_1000_8,0.062,1.327,0,False,False,True
b2.1,100000,1000,live_100000_1000_9,0.063,1.009,0,False,False,True
b2.1,100000,5000,live_100000_5000_0,0.34,1.845,0,False,False,True
b2.1,100000,5000,live_100000_5000_1,0.334,1.174,0,False,False,True
b2.1,100000,5000,live_100000_5000_2,0.317,1.095,0,False,False,True
b2.1,100000,5000,live_100000_5000_3,0.351,1.029,0,False,False,True
b2.1,100000,5000,live_100000_5000_4,0.374,4.196,0,False,False,True
b2.1,100000,5000,live_100000_5000_5,0.304,1.089,0,False,False,True
b2.1,100000,5000,live_100000_5000_6,0.318,1.487,0,False,False,True
b2.1,100000,5000,live_100000_5000_7,0.328,1.193,0,False,False,True
b2.1,100000,5000,live_100000_5000_8,0.295,1.022,0,False,False,True
b2.1,100000,5000,live_100000_5000_9,0.34,1.22,0,False,False,True
