exp_id,scenario,concurrency,edit_rate,offline_duration,p50_latency_ms,p95_latency_ms,conflict_rate,override_rate,rollback_rate,simulation,live
b2.2,host_collision,20,10,21600,0.027,0.42,0.22,0.22,0.0,False,True
b2.2,host_collision,1,10,86400,0.025,0.085,0.4,0.4,0.0,False,True
b2.2,host_collision,3,10,86400,0.034,0.091,0.3333333333333333,0.3333,0.0,False,True
b2.2,host_collision,10,10,86400,0.025,0.093,0.24,0.24,0.0,False,True
b2.2,host_collision,20,10,86400,0.024,0.096,0.24,0.24,0.0,False,True
b2.2,host_collision,1,30,0,0.022,0.109,1.4,0.4667,0.0,False,True
b2.2,host_collision,3,30,0,0.024,0.163,0.7333333333333333,0.2444,0.0,False,True
b2.2,host_collision,10,30,0,0.025,0.132,0.88,0.2933,0.0,False,True
b2.2,host_collision,20,30,0,0.024,0.095,0.69,0.23,0.0,False,True
b2.2,host_collision,1,30,3600,0.053,0.182,0.4,0.1333,0.0,False,True
b2.2,host_collision,3,30,3600,0.024,0.308,0.5333333333333333,0.1778,0.0,False,True
b2.2,host_collision,10,30,3600,0.023,0.142,0.8,0.2667,0.0,False,True
b2.2,host_collision,20,30,3600,0.034,0.175,0.77,0.2567,0.0,False,True
b2.2,host_collision,1,30,21600,0.024,0.101,0.8,0.2667,0.0,False,True
b2.2,host_collision,3,30,21600,0.022,0.617,0.8,0.2667,0.0,False,True
b2.2,host_collision,10,30,21600,0.023,0.147,0.86,0.2867,0.0,False,True
b2.2,host_collision,20,30,21600,0.023,0.099,0.75,0.25,0.0,False,True
b2.2,host_collision,1,30,86400,0.035,0.099,0.4,0.1333,0.0,False,True
b2.2,host_collision,3,30,86400,0.024,0.09,0.6,0.2,0.0,False,True
b2.2,host_collision,10,30,86400,0.023,0.123,0.86,0.2867,0.0,False,True
b2.2,host_collision,20,30,86400,0.023,0.096,0.68,0.2267,0.0,False,True
