exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,100000,1,live_100000_1_3,0.003,1.829,0,False,False,True
b2.1,100000,1,live_100000_1_4,0.001,2.401,0,False,False,True
b2.1,100000,1,live_100000_1_5,0.001,1.794,0,False,False,True
b2.1,100000,1,live_100000_1_6,0.002,2.416,0,False,False,True
b2.1,100000,1,live_100000_1_7,0.001,1.226,0,False,False,True
b2.1,100000,1,live_100000_1_8,0.002,1.707,0,False,False,True
b2.1,100000,1,live_100000_1_9,0.002,1.701,0,False,False,True
b2.1,100000,10,live_100000_10_0,0.002,1.219,0,False,False,True
b2.1,100000,10,live_100000_10_1,0.002,1.257,0,False,False,True
b2.1,100000,10,live_100000_10_2,0.002,1.777,0,False,False,True
b2.1,100000,10,live_100000_10_3,0.002,1.341,0,False,False,True
b2.1,100000,10,live_100000_10_4,0.003,1.865,0,False,False,True
b2.1,100000,10,live_100000_10_5,0.006,1.901,0,False,False,True
b2.1,100000,10,live_100000_10_6,0.002,1.341,0,False,False,True
b2.1,100000,10,live_100000_10_7,0.006,1.126,0,False,False,True
b2.1,100000,10,live_100000_10_8,0.002,1.769,0,False,False,True
b2.1,100000,10,live_100000_10_9,0.002,1.476,0,False,False,True
b2.1,100000,100,live_100000_100_0,0.008,1.774,0,False,False,True
b2.1,100000,100,live_100000_100_1,0.008,1.555,0,False,False,True
b2.1,100000,100,live_100000_100_2,0.01,1.737,0,False,False,True
b2.1,100000,100,live_100000_100_3,0.011,1.725,0,False,False,True
b2.1,100000,100,live_100000_100_4,0.008,1.205,0,False,False,True
b2.1,100000,100,live_100000_100_5,0.008,1.225,0,False,False,True
b2.1,100000,100,live_100000_100_6,0.008,1.349,0,False,False,True
b2.1,100000,100,live_100000_100_7,0.01,1.825,0,False,False,True
b2.1,100000,100,live_100000_100_8,0.01,1.602,0,False,False,True
b2.1,100000,100,live_100000_100_9,0.008,1.183,0,False,False,True
b2.1,100000,1000,live_100000_1000_0,0.068,1.111,0,False,False,True
b2.1,100000,1000,live_100000_1000_1,0.079,1.683,0,False,False,True
b2.1,100000,1000,live_100000_1000_2,0.08,1.103,0,False,False,True
b2.1,100000,1000,live_100000_1000_3,0.069,1.317,0,False,False,True
b2.1,100000,1000,live_100000_1000_4,0.076,1.278,0,False,False,True
b2.1,100000,1000,live_100000_1000_5,0.068,1.148,0,False,False,True
b2.1,100000,1000,live_100000_1000_6,0.068,1.24,0,False,False,True
b2.1,100000,1000,live_100000_1000_7,0.072,1.11,0,False,False,True
b2.1,100000,1000,live_100000_1000_8,0.075,1.676,0,False,False,True
b2.1,100000,1000,live_100000_1000_9,0.108,1.149,0,False,False,True
b2.1,100000,5000,live_100000_5000_0,0.357,1.132,0,False,False,True
b2.1,100000,5000,live_100000_5000_1,0.403,1.893,0,False,False,True
b2.1,100000,5000,live_100000_5000_2,0.375,1.204,0,False,False,True
b2.1,100000,5000,live_100000_5000_3,0.376,1.516,0,False,False,True
b2.1,100000,5000,live_100000_5000_4,0.381,1.268,0,False,False,True
b2.1,100000,5000,live_100000_5000_5,0.393,2.37,0,False,False,True
b2.1,100000,5000,live_100000_5000_6,0.376,1.06,0,False,False,True
b2.1,100000,5000,live_100000_5000_7,0.383,1.604,0,False,False,True
b2.1,100000,5000,live_100000_5000_8,0.376,1.478,0,False,False,True
b2.1,100000,5000,live_100000_5000_9,0.404,1.262,0,False,False,True
