exp_id,total_elements,affected_elements,op_id,regen_ms,tvc_ms,validation_ms,rollback,simulation,live
b2.1,10000,1000,live_10000_1000_5,0.17,0.198,0,False,False,True
b2.1,10000,1000,live_10000_1000_6,0.07,0.127,0,False,False,True
b2.1,10000,1000,live_10000_1000_7,0.07,0.14,0,False,False,True
b2.1,10000,1000,live_10000_1000_8,0.069,0.122,0,False,False,True
b2.1,10000,1000,live_10000_1000_9,0.092,0.173,0,False,False,True
b2.1,10000,5000,live_10000_5000_0,0.366,0.186,0,False,False,True
b2.1,10000,5000,live_10000_5000_1,0.36,0.157,0,False,False,True
b2.1,10000,5000,live_10000_5000_2,0.342,0.175,0,False,False,True
b2.1,10000,5000,live_10000_5000_3,0.357,0.19,0,False,False,True
b2.1,10000,5000,live_10000_5000_4,0.34,0.159,0,False,False,True
b2.1,10000,5000,live_10000_5000_5,0.334,0.162,0,False,False,True
b2.1,10000,5000,live_10000_5000_6,0.563,0.243,0,False,False,True
b2.1,10000,5000,live_10000_5000_7,0.307,0.182,0,False,False,True
b2.1,10000,5000,live_10000_5000_8,0.31,0.28,0,False,False,True
b2.1,10000,5000,live_10000_5000_9,0.327,0.294,0,False,False,True
b2.1,100000,1,live_100000_1_0,0.002,1.856,0,False,False,True
b2.1,100000,1,live_100000_1_1,0.002,1.231,0,False,False,True
b2.1,100000,1,live_100000_1_2,0.004,1.341,0,False,False,True
b2.1,100000,1,live_100000_1_3,0.001,1.908,0,False,False,True
b2.1,100000,1,live_100000_1_4,0.002,1.724,0,False,False,True
b2.1,100000,1,live_100000_1_5,0.002,1.381,0,False,False,True
b2.1,100000,1,live_100000_1_6,0.002,1.792,0,False,False,True
b2.1,100000,1,live_100000_1_7,0.002,1.574,0,False,False,True
b2.1,100000,1,live_100000_1_8,0.002,1.888,0,False,False,True
b2.1,100000,1,live_100000_1_9,0.002,1.429,0,False,False,True
b2.1,100000,10,live_100000_10_0,0.003,1.366,0,False,False,True
b2.1,100000,10,live_100000_10_1,0.001,1.765,0,False,False,True
b2.1,100000,10,live_100000_10_2,0.003,1.356,0,False,False,True
b2.1,100000,10,live_100000_10_3,0.003,1.169,0,False,False,True
b2.1,100000,10,live_100000_10_4,0.002,1.21,0,False,False,True
b2.1,100000,10,live_100000_10_5,0.002,1.804,0,False,False,True
b2.1,100000,10,live_100000_10_6,0.004,2.803,0,False,False,True
b2.1,100000,10,live_100000_10_7,0.002,1.336,0,False,False,True
b2.1,100000,10,live_100000_10_8,0.003,2.078,0,False,False,True
b2.1,100000,10,live_100000_10_9,0.002,1.388,0,False,False,True
b2.1,100000,100,live_100000_100_0,0.008,1.176,0,False,False,True
b2.1,100000,100,live_100000_100_1,0.008,2.034,0,False,False,True
b2.1,100000,100,live_100000_100_2,0.031,1.344,0,False,False,True
b2.1,100000,100,live_100000_100_3,0.009,1.918,0,False,False,True
b2.1,100000,100,live_100000_100_4,0.008,1.86,0,False,False,True
b2.1,100000,100,live_100000_100_5,0.01,2.371,0,False,False,True
b2.1,100000,100,live_100000_100_6,0.008,1.985,0,False,False,True
b2.1,100000,100,live_100000_100_7,0.008,2.071,0,False,False,True
b2.1,100000,100,live_100000_100_8,0.009,1.833,0,False,False,True
b2.1,100000,100,live_100000_100_9,0.007,1.735,0,False,False,True
b2.1,100000,1000,live_100000_1000_0,0.072,1.731,0,False,False,True
b2.1,100000,1000,live_100000_1000_1,0.072,1.698,0,False,False,True
b2.1,100000,1000,live_100000_1000_2,0.07,1.72,0,False,False,True
b2.1,100000,1000,live_100000_1000_3,0.071,1.207,0,False,False,True
b2.1,100000,1000,live_100000_1000_4,0.066,1.275,0,False,False,True
b2.1,100000,1000,live_100000_1000_5,0.067,1.076,0,False,False,True
b2.1,100000,1000,live_100000_1000_6,0.069,1.047,0,False,False,True
b2.1,100000,1000,live_100000_1000_7,0.066,1.308,0,False,False,True
b2.1,100000,1000,live_100000_1000_8,0.109,1.454,0,False,False,True
b2.1,100000,1000,live_100000_1000_9,0.068,2.106,0,False,False,True
b2.1,100000,5000,live_100000_5000_0,0.306,2.132,0,False,False,True
b2.1,100000,5000,live_100000_5000_1,0.407,1.58,0,False,False,True
b2.1,100000,5000,live_100000_5000_2,0.304,1.37,0,False,False,True
b2.1,100000,5000,live_100000_5000_3,0.304,1.305,0,False,False,True
b2.1,100000,5000,live_100000_5000_4,0.394,1.945,0,False,False,True
b2.1,100000,5000,live_100000_5000_5,0.304,1.128,0,False,False,True
b2.1,100000,5000,live_100000_5000_6,0.304,1.173,0,False,False,True
b2.1,100000,5000,live_100000_5000_7,0.315,1.276,0,False,False,True
b2.1,100000,5000,live_100000_5000_8,0.401,2.154,0,False,False,True
b2.1,100000,5000,live_100000_5000_9,0.421,1.531,0,False,False,True
