exp_id,scenario,concurrency,edit_rate,offline_duration,p50_latency_ms,p95_latency_ms,conflict_rate,override_rate,rollback_rate,simulation,live
b2.2,disjoint_edits,3,30,86400,0.023,0.087,0.0,0.0,0.0,False,True
b2.2,disjoint_edits,10,30,86400,0.023,0.113,0.06,0.02,0.0,False,True
b2.2,disjoint_edits,20,30,86400,0.025,0.169,0.05,0.0167,0.0,False,True
b2.2,same_wall_edits,1,10,0,0.029,0.083,0.0,0.0,0.0,False,True
b2.2,same_wall_edits,3,10,0,0.026,0.389,0.06666666666666667,0.0667,0.0,False,True
b2.2,same_wall_edits,10,10,0,0.025,0.291,0.08,0.08,0.0,False,True
b2.2,same_wall_edits,20,10,0,0.025,0.226,0.19,0.19,0.0,False,True
b2.2,same_wall_edits,1,10,3600,0.031,0.097,0.0,0.0,0.0,False,True
b2.2,same_wall_edits,3,10,3600,0.027,0.087,0.13333333333333333,0.1333,0.0,False,True
b2.2,same_wall_edits,10,10,3600,0.025,0.106,0.08,0.08,0.0,False,True
b2.2,same_wall_edits,20,10,3600,0.024,0.1,0.16,0.16,0.0,False,True
b2.2,same_wall_edits,1,10,21600,0.038,0.098,0.2,0.2,0.0,False,True
b2.2,same_wall_edits,3,10,21600,0.076,0.318,0.06666666666666667,0.0667,0.0,False,True
b2.2,same_wall_edits,10,10,21600,0.025,0.091,0.16,0.16,0.0,False,True
b2.2,same_wall_edits,20,10,21600,0.024,0.982,0.17,0.17,0.0,False,True
b2.2,same_wall_edits,1,10,86400,0.026,0.091,0.2,0.2,0.0,False,True
b2.2,same_wall_edits,3,10,86400,0.036,0.224,0.13333333333333333,0.1333,0.0,False,True
b2.2,same_wall_edits,10,10,86400,0.037,0.321,0.08,0.08,0.0,False,True
b2.2,same_wall_edits,20,10,86400,0.025,0.158,0.16,0.16,0.0,False,True
b2.2,same_wall_edits,1,30,0,0.026,0.09,0.0,0.0,0.0,False,True
b2.2,same_wall_edits,3,30,0,0.025,0.087,0.4,0.1333,0.0,False,True
b2.2,same_wall_edits,10,30,0,0.025,0.623,0.52,0.1733,0.0,False,True
b2.2,same_wall_edits,20,30,0,0.024,0.09,0.41,0.1367,0.0,False,True
b2.2,same_wall_edits,1,30,3600,0.065,0.342,1.2,0.4,0.0,False,True
b2.2,same_wall_edits,3,30,3600,0.027,0.111,0.6666666666666666,0.2222,0.0,False,True
b2.2,same_wall_edits,10,30,3600,0.024,0.092,0.46,0.1533,0.0,False,True
b2.2,same_wall_edits,20,30,3600,0.023,0.114,0.52,0.1733,0.0,False,True
b2.2,same_wall_edits,1,30,21600,0.023,0.092,0.2,0.0667,0.0,False,True
b2.2,same_wall_edits,3,30,21600,0.025,0.161,0.4,0.1333,0.0,False,True
b2.2,same_wall_edits,10,30,21600,0.025,0.101,0.44,0.1467,0.0,False,True
b2.2,same_wall_edits,20,30,21600,0.024,0.104,0.41,0.1367,0.0,False,True
b2.2,same_wall_edits,1,30,86400,0.026,0.09,0.6,0.2,0.0,False,True
b2.2,same_wall_edits,3,30,86400,0.023,0.087,0.7333333333333333,0.2444,0.0,False,True
b2.2,same_wall_edits,10,30,86400,0.023,0.098,0.46,0.1533,0.0,False,True
b2.2,same_wall_edits,20,30,86400,0.025,0.124,0.56,0.1867,0.0,False,True
b2.2,host_collision,1,10,0,0.046,0.111,0.2,0.2,0.0,False,True
b2.2,host_collision,3,10,0,0.029,0.219,0.2,0.2,0.0,False,True
b2.2,host_collision,10,10,0,0.024,0.144,0.18,0.18,0.0,False,True
b2.2,host_collision,20,10,0,0.024,0.153,0.26,0.26,0.0,False,True
b2.2,host_collision,1,10,3600,0.029,0.087,0.4,0.4,0.0,False,True
b2.2,host_collision,3,10,3600,0.028,0.995,0.26666666666666666,0.2667,0.0,False,True
b2.2,host_collision,10,10,3600,0.025,0.22,0.26,0.26,0.0,False,True
b2.2,host_collision,20,10,3600,0.024,0.232,0.22,0.22,0.0,False,True
b2.2,host_collision,1,10,21600,0.027,0.116,0.2,0.2,0.0,False,True
b2.2,host_collision,3,10,21600,0.024,0.085,0.26666666666666666,0.2667,0.0,False,True
b2.2,host_collision,10,10,21600,0.025,0.087,0.24,0.24,0.0,False,True
b2.2,host_collision,20,10,21600,0.025,0.183,0.28,0.28,0.0,False,True
b2.2,host_collision,1,10,86400,0.077,0.167,0.2,0.2,0.0,False,True
b2.2,host_collision,3,10,86400,0.025,0.263,0.26666666666666666,0.2667,0.0,False,True
b2.2,host_collision,10,10,86400,0.024,0.227,0.3,0.3,0.0,False,True
b2.2,host_collision,20,10,86400,0.026,0.176,0.14,0.14,0.0,False,True
b2.2,host_collision,1,30,0,0.071,0.304,0.6,0.2,0.0,False,True
b2.2,host_collision,3,30,0,0.024,0.153,1.0666666666666667,0.3556,0.0,False,True
b2.2,host_collision,10,30,0,0.024,0.086,0.64,0.2133,0.0,False,True
b2.2,host_collision,20,30,0,0.028,0.13,0.9,0.3,0.0,False,True
b2.2,host_collision,1,30,3600,0.039,0.139,0.6,0.2,0.0,False,True
b2.2,host_collision,3,30,3600,0.024,0.167,0.4666666666666667,0.1556,0.0,False,True
b2.2,host_collision,10,30,3600,0.048,0.242,0.76,0.2533,0.0,False,True
b2.2,host_collision,20,30,3600,0.024,0.104,0.72,0.24,0.0,False,True
b2.2,host_collision,1,30,21600,0.026,0.188,0.8,0.2667,0.0,False,True
b2.2,host_collision,3,30,21600,0.023,0.134,0.9333333333333333,0.3111,0.0,False,True
b2.2,host_collision,10,30,21600,0.026,0.232,0.84,0.28,0.0,False,True
b2.2,host_collision,20,30,21600,0.023,0.076,0.98,0.3267,0.0,False,True
b2.2,host_collision,1,30,86400,0.023,0.121,0.4,0.1333,0.0,False,True
b2.2,host_collision,3,30,86400,0.026,0.192,0.6666666666666666,0.2222,0.0,False,True
b2.2,host_collision,10,30,86400,0.025,0.142,0.7,0.2333,0.0,False,True
b2.2,host_collision,20,30,86400,0.033,0.391,0.7,0.2333,0.0,False,True
